Pathway	FDR	Sig in sSNAPPY
EGFR downregulation	0.9802204495063662	FALSE
GPCR ligand binding	0.9802204495063662	FALSE
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0.9802204495063662	FALSE
Negative regulation of the PI3K/AKT network	0.9802204495063662	FALSE
Calcineurin activates NFAT	0.9805239618331126	FALSE
Regulation of TP53 Activity through Association with Co-factors	0.9805239618331126	FALSE
Interleukin-2 signaling	0.9805239618331126	FALSE
Regulation of IFNG signaling	0.9805239618331126	FALSE
Nucleotide catabolism	0.9805239618331126	FALSE
Cilium Assembly	0.9807929954687667	FALSE
Glycogen synthesis	0.9817243652785735	FALSE
Meiotic recombination	0.9827937797390777	FALSE
Intra-Golgi traffic	0.9827937797390777	FALSE
Leishmania infection	0.9827937797390777	FALSE
Parasitic Infection Pathways	0.9827937797390777	FALSE
Pyruvate metabolism and Citric Acid (TCA) cycle	0.9827937797390777	TRUE
Deactivation of the beta-catenin transactivating complex	0.9827937797390777	FALSE
Citric acid cycle (TCA cycle)	0.9827937797390777	FALSE
RHO GTPases activate PAKs	0.9827937797390777	FALSE
Cell-Cell communication	0.9827937797390777	FALSE
CLEC7A/inflammasome pathway	0.9827937797390777	FALSE
Signaling by FLT3 fusion proteins	0.9827937797390777	FALSE
Platelet Adhesion to exposed collagen	0.9833781089801414	FALSE
Signaling by Leptin	0.9833781089801414	FALSE
Synthesis of PIPs at the ER membrane	0.9833781089801414	FALSE
WNT ligand biogenesis and trafficking	0.9937272953832496	FALSE
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0.9937272953832496	FALSE
Gap junction trafficking and regulation	0.9950189193439376	FALSE
GABA receptor activation	0.9950189193439376	FALSE
FGFR2 ligand binding and activation	0.9950189193439376	FALSE
Class A/1 (Rhodopsin-like receptors)	0.9955898881172949	FALSE
Peptide ligand-binding receptors	0.9955898881172949	FALSE
Pre-NOTCH Processing in Golgi	0.9955898881172949	FALSE
Anchoring fibril formation	0.9956164018822817	FALSE
Hemostasis	0.9962281754606319	FALSE
Mitochondrial tRNA aminoacylation	0.9972104751627431	FALSE
Apoptotic factor-mediated response	0.9972104751627431	FALSE
CDC42 GTPase cycle	0.9972104751627431	FALSE
Signaling by ALK in cancer	0.9988166811468631	FALSE
Signaling by ALK fusions and activated point mutants	0.9988166811468631	FALSE
Synthesis of PC	0.9995003878673445	FALSE
Purine salvage	0.9995003878673445	FALSE
Lipoprotein metabolism	0.9999552385178551	FALSE
Amino Acid conjugation	NA	FALSE
Conjugation of carboxylic acids	NA	FALSE
Lectin pathway of complement activation	NA	FALSE
Conjugation of salicylate with glycine	NA	FALSE
Conjugation of benzoate with glycine	NA	FALSE
Acetylcholine binding and downstream events	NA	FALSE
Activation of TRKA receptors	NA	FALSE
NGF-independant TRKA activation	NA	FALSE
Digestion of dietary carbohydrate	NA	FALSE
Digestion of dietary lipid	NA	FALSE
Mineralocorticoid biosynthesis	NA	FALSE
Metabolism of amine-derived hormones	NA	FALSE
Thyroxine biosynthesis	NA	FALSE
Regulation of gene expression in early pancreatic precursor cells	NA	FALSE
Abacavir transmembrane transport	NA	FALSE
Ficolins bind to repetitive carbohydrate structures on the target cell surface	NA	FALSE
Amine ligand-binding receptors	NA	FALSE
Hormone ligand-binding receptors	NA	FALSE
Orexin and neuropeptides FF and QRFP bind to their respective receptors	NA	FALSE
Adrenoceptors	NA	FALSE
Activation of AMPA receptors	NA	FALSE
Na+/Cl- dependent neurotransmitter transporters	NA	FALSE
Rhesus glycoproteins mediate ammonium transport.	NA	FALSE
Relaxin receptors	NA	FALSE
Organic cation transport	NA	FALSE
Organic cation/anion/zwitterion transport	NA	FALSE
Phase 1 - inactivation of fast Na+ channels	NA	FALSE
Melanin biosynthesis	NA	FALSE
Presynaptic nicotinic acetylcholine receptors	NA	FALSE
Postsynaptic nicotinic acetylcholine receptors	NA	FALSE
Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	NA	FALSE
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	NA	FALSE
Highly calcium permeable nicotinic acetylcholine receptors	NA	FALSE
Digestion	NA	FALSE
Intestinal absorption	NA	FALSE
Digestion and absorption	NA	FALSE
Intestinal hexose absorption	NA	FALSE
LTC4-CYSLTR mediated IL4 production	NA	FALSE
Defective F9 activation	NA	FALSE
Atorvastatin ADME	NA	FALSE
Formation of lateral plate mesoderm	NA	FALSE
Ciprofloxacin ADME	NA	FALSE
